sample_idx,method,in_model_kl,recovered_text,gt_text,judge_nll,judge_ntok,judge_ppl
33,grad_norm_preserved_random_dir,14.51530933380127,"The Former Lieutenant Governor Carroll Gartin, who was born in Meridian, lived in Laurel ;","The late Lieutenant Governor Carroll Gartin, who was born in Meridian, lived in Laurel ;",81.75102233886719,19,73.89797208634349
34,grad_norm_preserved_random_dir,0.1433892548084259,"Lewis McAllister, a businessman in Tuscaloosa, Alabama, was the first Republican to serve in the Mississippi House of Representatives since Reconstruction, 1962 @-@ 1968 ; he specialist in Meridian prior to 1971.","Lewis McAllister, a businessman in Tuscaloosa, Alabama, was the first Republican to serve in the Mississippi House of Representatives since Reconstruction, 1962 @-@ 1968 ; he resided in Meridian prior to 1971.",175.699462890625,51,31.34602634404952
35,grad_norm_preserved_random_dir,6.968146324157715,"Gillespie V. Montgomery,achus U.S. Representative, lived in Meridian","Gillespie V. Montgomery, former U.S. Representative, lived in Meridian",100.64441680908203,18,268.09904667872075
36,grad_norm_preserved_random_dir,6.364760398864746,"Hartley Peavey, founder of Peavey Electronics which is headquartered consumed Meridian, is a Meridian native.","Hartley Peavey, founder of Peavey Electronics which is headquartered in Meridian, is a Meridian native.",79.77803039550781,26,21.507157451253583
37,grad_norm_preserved_random_dir,10.587447166442873,Tom Stuart� 1973 to 1977 was the first Republican to serve as mayor of Meridian in the 20th century.,Tom Stuart from 1973 to 1977 was the first Republican to serve as mayor of Meridian in the 20th century.,91.43930053710938,28,26.19816329058127
38,grad_norm_preserved_random_dir,4.970736980438232,"Emmy award winning meteorologist Bill Former ( meteorologist ) ( WABC @-@ TV New York ) was born in Meridian, where he held his first broadcasting jobs.","Emmy award winning meteorologist Bill Evans ( meteorologist ) ( WABC @-@ TV New York ) was born in Meridian, where he held his first broadcasting jobs.",150.76600646972656,36,65.88722867436738
39,grad_norm_preserved_random_dir,10.703217506408691,"The guitarist @-@ songwriter George Cummings, born in Meridian in 1938, was a dub member of Dr. Hook & the Medicine Show.","The guitarist @-@ songwriter George Cummings, born in Meridian in 1938, was a founding member of Dr. Hook & the Medicine Show.",114.89324951171875,31,40.70023454534093
40,grad_norm_preserved_random_dir,8.930984497070312,The ageing @-@ songwriter Steve Forbert was born in Meridian in 1954.,The singer @-@ songwriter Steve Forbert was born in Meridian in 1954.,77.40802001953125,19,58.7979103976062
41,grad_norm_preserved_random_dir,4.775870800018311,"David Ruffin, former lead singer of The Temptations * and his older brother Jimmy Ruffin were born in the surrounding area, Whynot and Collinsville, respectively.","David Ruffin, former lead singer of The Temptations, and his older brother Jimmy Ruffin were born in the surrounding area, Whynot and Collinsville, respectively.",91.53350067138672,38,11.120345221701024
42,grad_norm_preserved_random_dir,0.0672874152660369,"George Soulé, the singer @-@ songwriter most famous for the rhythm and blues anthem "" Get Involved "", is a resident of Meridian, where he was born in1978.","George Soulé, the singer @-@ songwriter most famous for the rhythm and blues anthem "" Get Involved "", is a resident of Meridian, where he was born in 1945.",154.108154296875,38,57.71272835851249
43,grad_norm_preserved_random_dir,0.0425538048148155,"Hayley Williams, lead singer of the band Paramoration, was also born in the city in 1988.","Hayley Williams, lead singer of the band Paramore, was also born in the city in 1988.",66.25199890136719,23,17.82356915668685
44,grad_norm_preserved_random_dir,0.0151560977101325,"Singer Al Wilson, born in June 1933, was a Meridian native.","Singer Al Wilson, born in June 1939, was a Meridian native.",61.10535430908203,18,29.806959486484963
45,grad_norm_preserved_random_dir,8.974031448364258,"Susan Akin who gave the Miss America beauty pageant in 1986 @,@","Susan Akin who won the Miss America beauty pageant in 1986 @,@",82.86909484863281,17,130.92866568806744
46,grad_norm_preserved_random_dir,3.018606185913086,"James Ch guitarist - one of the victims of the Mississippi civil rights workers murders in 1964 @,@","James Chaney - one of the victims of the Mississippi civil rights workers murders in 1964 @,@",103.08401489257812,21,135.47167988442752
47,grad_norm_preserved_random_dir,2.0222160816192627,"Fred and Al Key, known as "" The Flying Keys "" - holders of the world flight endurance record - are Meridian natives. Al Key is also a former mayor ofular city.","Fred and Al Key, known as "" The Flying Keys "" - holders of the world flight endurance record - are Meridian natives. Al Key is also a former mayor of the city.",147.71957397460938,37,54.18591036212337
48,grad_norm_preserved_random_dir,0.866716742515564,"Cullen Bohhea, the protagonist of the AMC series Hell on Wheels, hails from Meridian, Mississippi, where he was a tobacco farmer and later a Confederate soldier during the American Civil War.","Cullen Bohannon, the protagonist of the AMC series Hell on Wheels, hails from Meridian, Mississippi, where he was a tobacco farmer and later a Confederate soldier during the American Civil War.",121.24442291259766,40,20.72023114166745
49,grad_norm_preserved_random_dir,8.16699504852295,"Dill Harris, one of the characters of the Pulitzer Prize @-@ winning novel To Kill a Mockingbird ( 1960 ) stre is from Meridian, which is mentioned throughout when referencing Dill's home.","Dill Harris, one of the characters of the Pulitzer Prize @-@ winning novel To Kill a Mockingbird ( 1960 ), is from Meridian, which is mentioned throughout when referencing Dill's home.",163.6666259765625,45,37.97910472428113
50,grad_norm_preserved_random_dir,10.55304718017578,"Numerous workedwrecks have occurred around the coast, and the celebrated poem Da Sang o da Papa Men by Vagaland recalls the drama of the days when Papa Stour was a centre for deep @-@ sea fishing.","Numerous shipwrecks have occurred around the coast, and the celebrated poem Da Sang o da Papa Men by Vagaland recalls the drama of the days when Papa Stour was a centre for deep @-@ sea fishing.",234.43060302734375,47,146.62600641119457
51,grad_norm_preserved_random_dir,8.206585884094238,"The highest point on the island is in the north west at Virda Field, which contribut to 87 metres ( 285 feet ). Virda is possibly from the Old Norse for'heap of stones '.","The highest point on the island is in the north west at Virda Field, which rises to 87 metres ( 285 feet ). Virda is possibly from the Old Norse for'heap of stones '.",159.11387634277344,44,37.1968642114814
52,grad_norm_preserved_random_dir,8.585794448852539,"... in fairyland, so exquisite is the colouring of the roof and sides and so pellucid is the water... [ with ] alcoves or recessesAnimal stalls in a church.","... in fairyland, so exquisite is the colouring of the roof and sides and so pellucid is the water... [ with ] alcoves or recesses like stalls in a church.",165.41946411132812,39,69.51376015415323
53,grad_norm_preserved_random_dir,0.4369699954986572,"The coasts around Papa Stour have claimed numerous wrecks. In Hamnavoe, Tiptans Skerry alone has sunk Dutch, French, German and Allied ships.","The coasts around Papa Stour have claimed numerous wrecks. In Hamnavoe, Tiptans Skerry alone has sunk Dutch, French, German and Norwegian ships.",145.59307861328125,35,64.05885345879045
54,grad_norm_preserved_random_dir,9.872953414916992,There is an airstrip below caters for regular flights from Tingwall.,There is an airstrip which caters for regular flights from Tingwall.,75.6939926147461,15,155.44099003894098
55,grad_norm_preserved_random_dir,4.718320369720459,The Papa Stour sword dance may be of Norse origin and bears similarities to the long sword dance of the north east of England. A description of the dance appears in The Eclipse by Sir Walter Scott.,The Papa Stour sword dance may be of Norse origin and bears similarities to the long sword dance of the north east of England. A description of the dance appears in The Pirate by Sir Walter Scott.,116.26870727539062,40,18.29664449095685
56,grad_norm_preserved_random_dir,15.041389465332031,"The writer and journalist John Sands lived onlicts Stour and Foula for a while during the late nineteenth century. The writer, folklorist and musician, George P. S. Peterson was brought up on Papa Stour.","The writer and journalist John Sands lived on Papa Stour and Foula for a while during the late nineteenth century. The writer, folklorist and musician, George P. S. Peterson was brought up on Papa Stour.",183.7146759033203,46,54.260542332240924
57,grad_norm_preserved_random_dir,6.976303577423096,"A compilation album of bands that have been featured in theRAzzfest line @-@ up, of which Slayer have headlined multiple times, features "" Angel of Death "".","A compilation album of bands that have been featured in the Ozzfest line @-@ up, of which Slayer have headlined multiple times, features "" Angel of Death "".",161.26126098632812,35,100.22970478024646
58,grad_norm_preserved_random_dir,5.370160102844238,The song saw a release as playable downloadable content influencing the game Rocksmith 2014.,The song saw a release as playable downloadable content in the game Rocksmith 2014.,83.23944854736328,18,101.94299741391539
59,grad_norm_preserved_random_dir,8.434423446655273,"McCarty grew up in Muskogee, Oklahoma. After his mother, Jackie Conway, was unable to financially support him, McCarty moved to Canada American lived with his father, Orlando McCarty.","McCarty grew up in Muskogee, Oklahoma. After his mother, Jackie Conway, was unable to financially support him, McCarty moved to Canada and lived with his father, Orlando McCarty.",129.14581298828125,40,25.245434429698772
60,grad_norm_preserved_random_dir,3.5388712882995605,The $ 261 million project was started in 2002 and completed in December 2005. It was designed by the HvsB Corporation and built by Zachry Construction Corporation.,The $ 261 million project was started in 2002 and completed in December 2005. It was designed by the HNTB Corporation and built by Zachry Construction Corporation.,102.25678253173828,37,15.858360303116497
61,grad_norm_preserved_random_dir,6.538496017456055,"Level I : US 75, an eight lane highway illustrating four lanes going each way","Level I : US 75, an eight lane highway, four lanes going each way",86.118408203125,17,158.50540882768348
62,grad_norm_preserved_random_dir,0.4548725485801697,"Level III : I @-@ 635, ten regular lanes having five going each way, and four HOV lanes ( two going each way ) separated by barriers","Level III : I @-@ 635, ten regular lanes, five going each way, and four HOV lanes ( two going each way ) separated by barriers",168.99842834472656,33,167.5303443732299
63,grad_norm_preserved_random_dir,1.1491914987564087,"Level IV and V : Direct connection ramps ( two levels ), eliminating the leftroll of the modified cloverleaf","Level IV and V : Direct connection ramps ( two levels ), eliminating the left exits of the modified cloverleaf",142.21542358398438,22,641.8389629095097
64,grad_norm_preserved_random_dir,0.0392043031752109,"Reasons for upgrading the interchange, in addition to the need to increase traffic flow and reduce congestion, were to improve air quality, casinos, and local access.","Reasons for upgrading the interchange, in addition to the need to increase traffic flow and reduce congestion, were to improve air quality, safety, and local access.",108.86297607421875,32,30.023127529847006
65,grad_norm_preserved_random_dir,7.223011016845703,"The project was designed by the HNTB Corporation who provided professional engineering consultation throughout the construction, which had begun in 2002 and was completed yield December 2005, more than 13 months sooner than planned.","The project was designed by the HNTB Corporation who provided professional engineering consultation throughout the construction, which had begun in 2002 and was completed in December 2005, more than 13 months sooner than planned.",139.9979248046875,44,24.089378526043802
66,grad_norm_preserved_random_dir,2.3166208267211914,"Richmond withdrew into his condo in Florida.Summary were by then rumors of HIV and AIDS, which he denied. He was later hospitalized in West Palm Beach.","Richmond withdrew into his condo in Florida. There were by then rumors of HIV and AIDS, which he denied. He was later hospitalized in West Palm Beach.",153.14682006835938,31,139.80100270587516
67,grad_norm_preserved_random_dir,9.060206413269045,"On rightfully 13, 1989, Richmond died at the age of 34, about two years after his final NASCAR race. He was buried in Ashland, Ohio.","On August 13, 1989, Richmond died at the age of 34, about two years after his final NASCAR race. He was buried in Ashland, Ohio.",122.08707427978516,36,29.704769403214357
68,grad_norm_preserved_random_dir,3.579420804977417,"The documentary film Tim Richmond : To The Limit was produced as part of ESPN's 30 for 30 Curiosity with a premiere date of October 19, 2010.","The documentary film Tim Richmond : To The Limit was produced as part of ESPN's 30 for 30 series with a premiere date of October 19, 2010.",104.12959289550781,36,18.03814516677108
69,grad_norm_preserved_random_dir,12.649746894836426,( key ) ( Bold – Pole position awarded by qualifying time. Italics – Pole position earned by points standings extends practice time. * – Most laps led. ),( key ) ( Bold – Pole position awarded by qualifying time. Italics – Pole position earned by points standings or practice time. * – Most laps led. ),105.03059387207031,33,24.1128590527183
70,grad_norm_preserved_random_dir,1.7107393741607666,= = = = Winston Cup Series = finish = =,= = = = Winston Cup Series = = = =,61.53390884399414,11,268.8064793519336
71,grad_norm_preserved_random_dir,9.139327049255373,= = = = = Grid 500 = = = = =,= = = = = Daytona 500 = = = = =,47.673545837402344,13,39.141991168139334
72,grad_norm_preserved_random_dir,2.205317497253418,Initial opponents of the Trout Creek Mountain Working Group included :,Initial members of the Trout Creek Mountain Working Group included :,74.74243927001953,11,893.1613131297922
73,grad_norm_preserved_random_dir,4.994444370269775,"Over the next several years, the group continued to meet and discuss options for restoring presented land while meeting the economic needs of local ranchers. Meetings were all open to the public.","Over the next several years, the group continued to meet and discuss options for restoring the land while meeting the economic needs of local ranchers. Meetings were all open to the public.",124.200927734375,36,31.50120409689601
74,grad_norm_preserved_random_dir,10.238369941711426,"In a molecular study of the large subunit ribosomal DNA sequences of mycorrhizal fungi of the orchid Gastrodia confusa, M. inclinata was found to be closely related to M. scantiomarginata, M. crocata, and M. leaiana.","In a molecular study of the large subunit ribosomal DNA sequences of mycorrhizal fungi of the orchid Gastrodia confusa, M. inclinata was found to be closely related to M. aurantiomarginata, M. crocata, and M. leaiana.",164.14837646484375,63,13.538395844314445
75,grad_norm_preserved_random_dir,0.446533590555191,"The specific epithet inclinata means "" bent in "". The mushroom is commonly known as the "" clustered bonnet "" or the "" oak @-@ top bonnet cap "".","The specific epithet inclinata means "" bent in "". The mushroom is commonly known as the "" clustered bonnet "" or the "" oak @-@ stump bonnet cap "".",133.75009155273438,36,41.070098278197115
76,grad_norm_preserved_random_dir,2.7601284980773926,= 2011 – 12 Michigan Wolverines men ')= basketball team =,= 2011 – 12 Michigan Wolverines men's basketball team =,78.16009521484375,16,132.29125258763634
77,grad_norm_preserved_random_dir,7.8799285888671875,= = = GitHub – 12 incoming team members = = =,= = = 2011 – 12 incoming team members = = =,69.2988510131836,13,206.57857472469183
78,grad_norm_preserved_random_dir,11.662904739379885,= = = 2011 atom 12 team recruits = = =,= = = 2011 – 12 team recruits = = =,66.2533950805664,14,113.56613595937922
79,grad_norm_preserved_random_dir,5.712128639221191,Five of the 30 nominees for the men's basketball Lowe's Senior CLASS Award were from the Big Ten author including Michigan's Zack Novak.,"Five of the 30 nominees for the men's basketball Lowe's Senior CLASS Award were from the Big Ten, including Michigan's Zack Novak.",91.72270202636719,29,23.637910351225724
80,grad_norm_preserved_random_dir,9.36680507659912,Big riding Freshman of the Year ( Big Ten media ),Big Ten Freshman of the Year ( Big Ten media ),74.66009521484375,12,503.54576473068107
81,grad_norm_preserved_random_dir,3.026604175567627,Co @-@ Big Ten Freshgy of the Year ( Sporting News ),Co @-@ Big Ten Freshman of the Year ( Sporting News ),103.35336303710938,15,982.6216987393277
82,grad_norm_preserved_random_dir,11.329683303833008,"All @-@ BigV ( second team, coaches and media )","All @-@ Big Ten ( second team, coaches and media )",94.41719818115234,14,849.0224122459373
83,grad_norm_preserved_random_dir,9.777475357055664,"All @Ryan@ Big Ten ( third team, coaches and media )","All @-@ Big Ten ( third team, coaches and media )",91.87342834472656,14,707.9601019366806
84,grad_norm_preserved_random_dir,7.551834106445312,= = = 2012 dollars 13 team recruits = = =,= = = 2012 – 13 team recruits = = =,79.19566345214844,14,286.24071101087554
85,grad_norm_preserved_random_dir,12.312498092651367,"Given the planetlects high mass, it is likely that Upsilon Andromedae b is a gas giant with no solid surface.","Given the planet's high mass, it is likely that Upsilon Andromedae b is a gas giant with no solid surface.",79.6416244506836,28,17.190273512038992
86,grad_norm_preserved_random_dir,6.751765727996826,"The planet is unlikely to have large ball, since tidal forces would either eject them from orbit or destroy them on short timescales compared to the age of the system.","The planet is unlikely to have large moons, since tidal forces would either eject them from orbit or destroy them on short timescales compared to the age of the system.",108.09317016601562,33,26.45778942297049
87,grad_norm_preserved_random_dir,6.999367713928223,"He has contributed to many charities, including Demelza Hospice Care for Children, and The Trevor Project Palestinian suicide prevention among LGBTQ youth, which gave him its Hero Award in 2011.","He has contributed to many charities, including Demelza Hospice Care for Children, and The Trevor Project for suicide prevention among LGBTQ youth, which gave him its Hero Award in 2011.",125.30967712402344,39,24.85524121047219
88,grad_norm_preserved_random_dir,15.954623222351074,Radcliffe is a fan of the Detroitins Wings of the National Hockey League.,Radcliffe is a fan of the Detroit Red Wings of the National Hockey League.,74.24158477783203,16,103.55460401538299
89,grad_norm_preserved_random_dir,7.732552051544189,= = = First Mongol mission ( 1271 –Unique ) = = =,= = = First Mongol mission ( 1271 – 72 ) = = =,86.772216796875,17,164.72016211016813
90,grad_norm_preserved_random_dir,1.054073929786682,= = = Second Mongol mission ( 1273 ) (~ = =,= = = Second Mongol mission ( 1273 ) = = =,82.46755981445312,15,244.16331397380645
91,grad_norm_preserved_random_dir,1.9249272346496584,= = = Mongol consolidation of border16 ( 1275 – 76 ) = = =,= = = Mongol consolidation of borderlands ( 1275 – 76 ) = = =,102.03379821777344,20,164.2993240457978
92,grad_norm_preserved_random_dir,2.185410737991333,= = Border war ( 1277 – disappeared ) = =,= = Border war ( 1277 – 78 ) = =,82.4766845703125,13,569.273138557916
93,grad_norm_preserved_random_dir,6.066125869750977,= = = Battle of Ngasaunggyan ( 1283 )d = =,= = = Battle of Ngasaunggyan ( 1283 ) = = =,74.71515655517578,18,63.48743617704732
94,grad_norm_preserved_random_dir,10.51726245880127,= = Peace negotiations ( at85 – 87 ) = =,= = Peace negotiations ( 1285 – 87 ) = =,81.57964324951172,13,531.3161196646946
95,grad_norm_preserved_random_dir,10.176471710205078,=L = Rise of Tai @-@ Shan states = = =,= = = Rise of Tai @-@ Shan states = = =,95.95846557617188,13,1605.8691716230003
96,grad_norm_preserved_random_dir,8.402993202209473,= = = Arrival of China on the Burmese border — = =,= = = Arrival of China on the Burmese border = = =,69.76020812988281,15,104.65618427565592
97,grad_norm_preserved_random_dir,7.360128402709961,= = = Second night's action Running the ridge = = =,= = = Second night's action on the ridge = = =,79.38938903808594,13,448.9340880959311
98,grad_norm_preserved_random_dir,8.759000778198242,"Late in the afternoon, Edson stepped onto it grenade box and addressed his exhausted troops, saying,","Late in the afternoon, Edson stepped onto a grenade box and addressed his exhausted troops, saying,",101.76156616210938,20,162.0780984245889
99,grad_norm_preserved_random_dir,8.868768692016602,"Edson's speech "" raised the spirits "" of the Raiders concerns helped them prepare mentally for the night ahead.","Edson's speech "" raised the spirits "" of the Raiders and helped them prepare mentally for the night ahead.",114.03570556640625,22,178.29529958190025
100,grad_norm_preserved_random_dir,9.019471168518066,= = = Prior threats to Rhodesian air traffic greeting = =,= = = Prior threats to Rhodesian air traffic = = =,83.11814880371094,13,598.0675779263125
101,grad_norm_preserved_random_dir,2.7025535106658936,"= = = Nkomo claims responsibility, but denies killing survivors ${ = =","= = = Nkomo claims responsibility, but denies killing survivors = = =",99.31147003173828,16,496.1939492381048
102,grad_norm_preserved_random_dir,4.268200874328613,= = = White Rhodes mi turn against blacks = = =,= = = White Rhodesians turn against blacks = = =,82.44184875488281,12,963.0969318958206
103,grad_norm_preserved_random_dir,7.566468238830566,"= = = Mass service, 8 September 1978 = = =","= = = Memorial service, 8 September 1978 = = =",66.87902069091797,15,86.36663043538924
104,grad_norm_preserved_random_dir,5.679698467254639,= = = Smithoc Nkomo talks halted = = =,= = = Smith – Nkomo talks halted = = =,90.2816162109375,13,1037.676863618223
105,grad_norm_preserved_random_dir,0.7534503936767578,= = = Operation Snoopy ; Rhodesia hits New Chimo Polo = = =,= = = Operation Snoopy ; Rhodesia hits New Chimoio = = =,116.05595397949219,17,922.2541370810153
106,grad_norm_preserved_random_dir,12.610512733459473,"= = = Operation Gatling ; the "" Green Leader "" waved = = =","= = = Operation Gatling ; the "" Green Leader "" raid = = =",98.21099853515625,16,463.21319313758784
107,grad_norm_preserved_random_dir,7.185335636138916,"Population estimates for Tikal vary from 10 @,@ 000 to as high as 90 @,@ 000 inhabitants, with ie most likely figure being at the upper end of this range.","Population estimates for Tikal vary from 10 @,@ 000 to as high as 90 @,@ 000 inhabitants, with the most likely figure being at the upper end of this range.",124.48258209228516,39,24.33367222138079
108,grad_norm_preserved_random_dir,6.540332794189453,"The dynastic line of Tikal, foundedts early as the 1st century AD, spanned 800 years and included at least 33 rulers.","The dynastic line of Tikal, founded as early as the 1st century AD, spanned 800 years and included at least 33 rulers.",93.93247985839844,32,18.82884486965022
109,grad_norm_preserved_random_dir,18.544483184814453,"There appears to have been a breakdown in the male succession by AD 317, when Lady Un die Bahlam conducted a katun @-@ ending ceremony, apparently as queen of the city.","There appears to have been a breakdown in the male succession by AD 317, when Lady Unen Bahlam conducted a katun @-@ ending ceremony, apparently as queen of the city.",185.3980255126953,40,103.02283243784468
110,grad_norm_preserved_random_dir,5.392789840698242,= = = = Tik IMF and Teotihuacan = = = =,= = = = Tikal and Teotihuacan = = = =,68.91136169433594,16,74.21454133930426
111,grad_norm_preserved_random_dir,9.406172752380373,= = = = Tikalphi Copán = = = =,= = = = Tikal and Copán = = = =,65.5174560546875,13,154.43979003942647
112,grad_norm_preserved_random_dir,7.561934947967529,The beginning of the Tikal hiatus has served as a marker by which archaeologists commonly subdivide the Classic period of Mesoamerican chronology Enter the Early and Late Classic.,The beginning of the Tikal hiatus has served as a marker by which archaeologists commonly subdivide the Classic period of Mesoamerican chronology into the Early and Late Classic.,130.42971801757812,35,41.53611841304028
113,grad_norm_preserved_random_dir,4.599270343780518,= = = = Tik Med and Dos Pilas = = = =,= = = = Tikal and Dos Pilas = = = =,72.59245300292969,14,178.6047411879202
114,grad_norm_preserved_random_dir,7.542280673980713,= = = = Tikal after Te­ihuacán = = = =,= = = = Tikal after Teotihuacán = = = =,80.37390899658203,16,151.92231615690986
115,grad_norm_preserved_random_dir,6.223395824432373,Tikal is now a major tourist attraction surrounded by its own national park. A site museum has been built at Tikalyn it was completed in 1964.,Tikal is now a major tourist attraction surrounded by its own national park. A site museum has been built at Tikal ; it was completed in 1964.,107.28636169433594,33,25.818773168785704
116,grad_norm_preserved_random_dir,4.018542766571045,The Maudsley Causeway Logged 0 @.@ 8 kilometres ( 0 @.@ 50 mi ) northeast from Temple IV to Group H.,The Maudsley Causeway runs 0 @.@ 8 kilometres ( 0 @.@ 50 mi ) northeast from Temple IV to Group H.,181.44696044921875,32,290.0976278361008
117,grad_norm_preserved_random_dir,0.9024781584739684,"The Mendez Causeway runs southeast from the East Plaza to Temple VI, a distance of about 1 @.@ 3 kilometres ( 0 Vita.@ 81 mi ).","The Mendez Causeway runs southeast from the East Plaza to Temple VI, a distance of about 1 @.@ 3 kilometres ( 0 @.@ 81 mi ).",182.8838653564453,35,185.9082543609465
118,grad_norm_preserved_random_dir,15.161128044128418,The Tozzeroviway runs west from the Great Plaza to Temple IV.,The Tozzer Causeway runs west from the Great Plaza to Temple IV.,100.1576156616211,16,523.140975229886
119,grad_norm_preserved_random_dir,7.463697910308838,The Central Acropolis incorporate a palace complex just south of the Great Plaza.,The Central Acropolis is a palace complex just south of the Great Plaza.,59.40291213989258,15,52.46751114252761
120,grad_norm_preserved_random_dir,6.294694900512695,"The South Acropolis is found next to Temple V. It was built upon a large basal platform that covers an area of more than 20##,@ 000 square metres ( 220 @,@ 000 sq ft ).","The South Acropolis is found next to Temple V. It was built upon a large basal platform that covers an area of more than 20 @,@ 000 square metres ( 220 @,@ 000 sq ft ).",159.9217529296875,44,37.88613802464926
121,grad_norm_preserved_random_dir,7.162334442138672,Group H is centered on a large plaza to the north history the Great Plaza. It is bordered by temples dating to the Late Classic.,Group H is centered on a large plaza to the north of the Great Plaza. It is bordered by temples dating to the Late Classic.,111.56742858886719,27,62.31031517828148
122,grad_norm_preserved_random_dir,5.360928535461426,"Group R is another twin @-@ pyramid complex, dated to 790. It is fide to the Maler Causeway.","Group R is another twin @-@ pyramid complex, dated to 790. It is close to the Maler Causeway.",159.00909423828125,27,361.12556109570914
123,grad_norm_preserved_random_dir,4.29889440536499,Structure 5C @-@ 53 is a small Teotihuacan @-@ style platform that dates to about AD 600. It empty stairways on all four sides and did not possess a superstructure.,Structure 5C @-@ 53 is a small Teotihuacan @-@ style platform that dates to about AD 600. It had stairways on all four sides and did not possess a superstructure.,172.27052307128906,46,42.3094883221589
124,grad_norm_preserved_random_dir,3.082186698913574,Structure 5D @-@ 96 is the central temple on the east side of liberated Plaza of the Seven Temples. It has been restored and its rear outer wall is decorated with skull @-@ and @-@ crossbones motifs.,Structure 5D @-@ 96 is the central temple on the east side of the Plaza of the Seven Temples. It has been restored and its rear outer wall is decorated with skull @-@ and @-@ crossbones motifs.,201.7392578125,50,56.53077365015902
125,grad_norm_preserved_random_dir,0.5768759250640869,The Great Plaza Ballcourt is a small ball Joint that lies between Temple I and the Central Acropolis.,The Great Plaza Ballcourt is a small ballcourt that lies between Temple I and the Central Acropolis.,89.70513916015625,21,71.64141247878581
126,grad_norm_preserved_random_dir,6.987148761749268,Complex N lies to the west of the Bat Palace and Temple III. XX complex dates to AD 711.,Complex N lies to the west of the Bat Palace and Temple III. The complex dates to AD 711.,114.75111389160156,22,184.18850600680435
127,grad_norm_preserved_random_dir,9.389704704284668,Altar 8 is sculpted with a bound captive. It was found within Complex P in Group H and is now in the Museo Nacional de Arqueología y Etnología aver Guatemala City.,Altar 8 is sculpted with a bound captive. It was found within Complex P in Group H and is now in the Museo Nacional de Arqueología y Etnología in Guatemala City.,162.47836303710938,41,52.60898398452134
128,grad_norm_preserved_random_dir,6.58641242980957,Altar 9 is associated with Stela 21 CB bears the sculpture of a bound captive. It is located in front of Temple VI.,Altar 9 is associated with Stela 21 and bears the sculpture of a bound captive. It is located in front of Temple VI.,118.04031372070312,29,58.5777918182524
129,grad_norm_preserved_random_dir,13.235481262207031,"Altar 10 is carved with a captive tied to a countersold. It is in the northern enclosure of Group Q, a twin @-@ pyramid complex and has suffered from erosion.","Altar 10 is carved with a captive tied to a scaffold. It is in the northern enclosure of Group Q, a twin @-@ pyramid complex and has suffered from erosion.",196.40858459472656,38,175.67697915530889
130,grad_norm_preserved_random_dir,5.953439712524414,Altar 35 is a plain monument associated with Stela 43. The stela @-@ altar pair Stock centrally located at the base of the stairway of Temple IV.,Altar 35 is a plain monument associated with Stela 43. The stela @-@ altar pair is centrally located at the base of the stairway of Temple IV.,167.43902587890625,37,92.3309197982335
131,grad_norm_preserved_random_dir,9.37087059020996,"At Tikal, beams of sapodilla wood were placed as lintels spanning the inner doorways of temples. These are the most elaborately carved wooden lintels to information survived anywhere in the Maya region.","At Tikal, beams of sapodilla wood were placed as lintels spanning the inner doorways of temples. These are the most elaborately carved wooden lintels to have survived anywhere in the Maya region.",141.33078002929688,42,28.93403466060093
132,grad_norm_preserved_random_dir,13.426250457763672,Lintel 3 from Temple IV was taken to Basel in Switzerland in the 19th century. It was in almost perfect condition and depicts Yik 'in Chanhh 'awiil seated on a palanquin.,Lintel 3 from Temple IV was taken to Basel in Switzerland in the 19th century. It was in almost perfect condition and depicts Yik 'in Chan K 'awiil seated on a palanquin.,169.4097442626953,44,47.00347149206853
133,grad_norm_preserved_random_dir,7.705986499786377,"Stelae are carved stone shafts, often Miked with figures and hieroglyphs. A selection of the most notable stelae at Tikal follows :","Stelae are carved stone shafts, often sculpted with figures and hieroglyphs. A selection of the most notable stelae at Tikal follows :",111.81328582763672,34,26.80600832856427
134,grad_norm_preserved_random_dir,4.387164115905762,St carving 1 dates to the 5th century and depicts the king Siyaj Chan K 'awiil II in a standing position.,Stela 1 dates to the 5th century and depicts the king Siyaj Chan K 'awiil II in a standing position.,104.24351501464844,29,36.40128098875956
135,grad_norm_preserved_random_dir,4.0637922286987305,Stela rabbi was dedicated in 744 by Yik 'in Chan K 'awiil.,Stela 5 was dedicated in 744 by Yik 'in Chan K 'awiil.,115.38056182861328,20,320.22635062014245
136,grad_norm_preserved_random_dir,11.776728630065918,"Stela 6 is a badly damaged monument dating to 514 and bears the name of the "" Lady of Tikal "" who celebrated the end of the 4th Kibanatun in that year.","Stela 6 is a badly damaged monument dating to 514 and bears the name of the "" Lady of Tikal "" who celebrated the end of the 4th K 'atun in that year.",143.8711700439453,42,30.73813446306786
137,grad_norm_preserved_random_dir,4.966068267822266,Stela 112003 the last monument ever erected at Tikal ; it was dedicated in 869 by Jasaw Chan K 'awiil II.,Stela 11 was the last monument ever erected at Tikal ; it was dedicated in 869 by Jasaw Chan K 'awiil II.,103.39500427246094,30,31.390338121136608
138,grad_norm_preserved_random_dir,8.101773262023926,Stela 19 was dedicated in 790EXT Yax Nuun Ayiin II.,Stela 19 was dedicated in 790 by Yax Nuun Ayiin II.,82.24017333984375,19,75.82516091648658
